"","Symbol","logFC_FucoVsCtrl","pval_FucoVsCtrl","padj_FucoVsCtrl","up_FucoVsCtrl","down_FucoVsCtrl","sig_FucoVsCtrl"
"Stx2","Stx2",-0.0904360231646827,0.754649345874278,0.999813034205243,FALSE,FALSE,"Not sig."
"Ran","Ran",0.236817367394785,0.216770613920831,0.999813034205243,FALSE,FALSE,"Not sig."
"Nipsnap2","Nipsnap2",-0.263850750872102,0.438380075269366,0.999813034205243,FALSE,FALSE,"Not sig."
"Diablo","Diablo",0.206166808519131,0.330736326144167,0.999813034205243,FALSE,FALSE,"Not sig."
"Vps33a","Vps33a",-0.0866154919482396,0.583206089482393,0.999813034205243,FALSE,FALSE,"Not sig."
"Bcl7a","Bcl7a",-0.717422173758655,0.0238907335814813,0.999813034205243,FALSE,FALSE,"Not sig."
"Sfswap","Sfswap",-0.05626507657763,0.747616580304708,0.999813034205243,FALSE,FALSE,"Not sig."
"Psmd9","Psmd9",-0.191315354524008,0.252609924003217,0.999813034205243,FALSE,FALSE,"Not sig."
"Cfap251","Cfap251",0.177765436004078,0.676329609334,0.999813034205243,FALSE,FALSE,"Not sig."
"Psph","Psph",0.0401401136109924,0.853819573774516,0.999813034205243,FALSE,FALSE,"Not sig."
"Cct6a","Cct6a",0.18197894561577,0.342754746347312,0.999813034205243,FALSE,FALSE,"Not sig."
"Rhof","Rhof",0.0948034724773658,0.594606004207322,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem116","Tmem116",0.312302071477595,0.21434803223985,0.999813034205243,FALSE,FALSE,"Not sig."
"Mapkapk5","Mapkapk5",0.141544893629321,0.369522319746217,0.999813034205243,FALSE,FALSE,"Not sig."
"Aldh2","Aldh2",-0.239453094267039,0.486463029495196,0.999813034205243,FALSE,FALSE,"Not sig."
"Acad10","Acad10",-0.446578756427785,0.139474006706027,0.999813034205243,FALSE,FALSE,"Not sig."
"Brap","Brap",-0.0587016562684493,0.709757244774983,0.999813034205243,FALSE,FALSE,"Not sig."
"Fam168a","Fam168a",-0.0296521269064281,0.869963442898469,0.999813034205243,FALSE,FALSE,"Not sig."
"Vps29","Vps29",-0.214541705413767,0.30938995839564,0.999813034205243,FALSE,FALSE,"Not sig."
"Fam216a","Fam216a",0.0818729433758944,0.780350782611538,0.999813034205243,FALSE,FALSE,"Not sig."
"Gpn3","Gpn3",-0.195703423257487,0.398452201490194,0.999813034205243,FALSE,FALSE,"Not sig."
"Arpc3","Arpc3",-0.0236962952786009,0.924821837412565,0.999813034205243,FALSE,FALSE,"Not sig."
"Anapc7","Anapc7",0.0204151719774383,0.905529721976385,0.999813034205243,FALSE,FALSE,"Not sig."
"Atp2a2","Atp2a2",0.0348191898523586,0.814815798203329,0.999813034205243,FALSE,FALSE,"Not sig."
"P2rx7","P2rx7",0.172456016979146,0.567086707544071,0.999813034205243,FALSE,FALSE,"Not sig."
"P2rx4","P2rx4",-0.294169885157287,0.110720317044329,0.999813034205243,FALSE,FALSE,"Not sig."
"Camkk2","Camkk2",-0.220860161245535,0.324236843693831,0.999813034205243,FALSE,FALSE,"Not sig."
"Anapc5","Anapc5",0.0515223450297274,0.787586301248987,0.999813034205243,FALSE,FALSE,"Not sig."
"Rnf34","Rnf34",-0.112650544874939,0.581666405743607,0.999813034205243,FALSE,FALSE,"Not sig."
"Kdm2b","Kdm2b",-0.063124487755005,0.725774002852675,0.999813034205243,FALSE,FALSE,"Not sig."
"Morn3","Morn3",-0.00259515601158921,0.992436979712034,0.999813034205243,FALSE,FALSE,"Not sig."
"Ncor2","Ncor2",0.0415596010751845,0.834858902556834,0.999813034205243,FALSE,FALSE,"Not sig."
"Dhx37","Dhx37",-0.143906470186128,0.548654349986661,0.999813034205243,FALSE,FALSE,"Not sig."
"Aacs","Aacs",0.268870682479369,0.282887325789886,0.999813034205243,FALSE,FALSE,"Not sig."
"Anxa3","Anxa3",-0.177430219119922,0.630325779372686,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl1","Mrpl1",0.0488629979467702,0.808427607127806,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc49a3","Slc49a3",-0.3556489260741,0.443772061015942,0.999813034205243,FALSE,FALSE,"Not sig."
"Pgam5","Pgam5",-0.0447828343880167,0.818043336498988,0.999813034205243,FALSE,FALSE,"Not sig."
"Ankle2","Ankle2",-0.0547301671599496,0.712141740257831,0.999813034205243,FALSE,FALSE,"Not sig."
"Golga3","Golga3",-0.0748644652631239,0.590697682836682,0.999813034205243,FALSE,FALSE,"Not sig."
"Ddx51","Ddx51",0.0424818539662928,0.848536829651293,0.999813034205243,FALSE,FALSE,"Not sig."
"Ep400","Ep400",0.0872607294729899,0.635070192154999,0.999813034205243,FALSE,FALSE,"Not sig."
"Pus1","Pus1",0.292480642832638,0.29587186229409,0.999813034205243,FALSE,FALSE,"Not sig."
"Gpc2","Gpc2",-0.226966776853772,0.588329668018908,0.999813034205243,FALSE,FALSE,"Not sig."
"Ulk1","Ulk1",0.0347181854869444,0.890341726843681,0.999813034205243,FALSE,FALSE,"Not sig."
"Prkab1","Prkab1",-0.0951230762114614,0.663359784489837,0.999813034205243,FALSE,FALSE,"Not sig."
"Cit","Cit",0.229433378320769,0.527037172134503,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab35","Rab35",0.0876268454331678,0.586054260562993,0.999813034205243,FALSE,FALSE,"Not sig."
"Chek2","Chek2",0.0852488428140478,0.706918398818035,0.999813034205243,FALSE,FALSE,"Not sig."
"Sirt4","Sirt4",-0.646183584313499,0.124261804710606,0.999813034205243,FALSE,FALSE,"Not sig."
"Pxn","Pxn",0.179725161383911,0.525887927599154,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccr9","Ccr9",0.162190718347714,0.645436447955611,0.999813034205243,FALSE,FALSE,"Not sig."
"St7","St7",-0.137113209849579,0.598925672395171,0.999813034205243,FALSE,FALSE,"Not sig."
"Triap1","Triap1",-0.163072587578029,0.483558588666004,0.999813034205243,FALSE,FALSE,"Not sig."
"Gatc","Gatc",0.0987898922198388,0.674010710172936,0.999813034205243,FALSE,FALSE,"Not sig."
"Srsf9","Srsf9",-0.0967544055471145,0.539628225560199,0.999813034205243,FALSE,FALSE,"Not sig."
"Cyp2w1","Cyp2w1",0.794102699230785,0.279079718941529,0.999813034205243,FALSE,FALSE,"Not sig."
"Acads","Acads",0.324974793186471,0.142039496367187,0.999813034205243,FALSE,FALSE,"Not sig."
"Ints1","Ints1",0.0253327356354164,0.882237937090851,0.999813034205243,FALSE,FALSE,"Not sig."
"Sppl3","Sppl3",-0.133543247807064,0.381548826204417,0.999813034205243,FALSE,FALSE,"Not sig."
"Psmg3","Psmg3",-0.120187320472953,0.734329531201063,0.999813034205243,FALSE,FALSE,"Not sig."
"Tes","Tes",0.114751711551376,0.558881033299189,0.999813034205243,FALSE,FALSE,"Not sig."
"Tfec","Tfec",0.243949928514038,0.533407714924486,0.999813034205243,FALSE,FALSE,"Not sig."
"Mad1l1","Mad1l1",-0.071436096710756,0.803307920919884,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrm2","Mrm2",0.32315469485367,0.477412408198226,0.999813034205243,FALSE,FALSE,"Not sig."
"2210016L21Rik","2210016L21Rik",-0.393917522015398,0.176216330514267,0.999813034205243,FALSE,FALSE,"Not sig."
"Snx8","Snx8",-0.17007686227866,0.678642726383649,0.999813034205243,FALSE,FALSE,"Not sig."
"Oasl2","Oasl2",0.27986144878525,0.642062759654803,0.999813034205243,FALSE,FALSE,"Not sig."
"4930519G04Rik","4930519G04Rik",2.02578455723831,0.0236636858978361,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem168","Tmem168",0.300835243779652,0.107261850274002,0.999813034205243,FALSE,FALSE,"Not sig."
"Lfng","Lfng",-0.0958841783178549,0.707964754352377,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem106b","Tmem106b",-0.249523222235195,0.227149242153802,0.999813034205243,FALSE,FALSE,"Not sig."
"Mmab","Mmab",-0.21709882258195,0.661344419629264,0.999813034205243,FALSE,FALSE,"Not sig."
"Ube3b","Ube3b",-0.0674639925982134,0.736201983497704,0.999813034205243,FALSE,FALSE,"Not sig."
"Wipi2","Wipi2",-0.0027153660087636,0.984475982258887,0.999813034205243,FALSE,FALSE,"Not sig."
"Actb","Actb",-0.224075492766198,0.495097948110716,0.999813034205243,FALSE,FALSE,"Not sig."
"Zfp12","Zfp12",-0.153413678071468,0.425150846504219,0.999813034205243,FALSE,FALSE,"Not sig."
"Ung","Ung",0.270720035123358,0.520953485777292,0.999813034205243,FALSE,FALSE,"Not sig."
"Usp30","Usp30",0.0259240470344021,0.904990064406829,0.999813034205243,FALSE,FALSE,"Not sig."
"Rbm19","Rbm19",-0.049701085012249,0.821247078487907,0.999813034205243,FALSE,FALSE,"Not sig."
"Plbd2","Plbd2",0.0879631374033709,0.713574089385112,0.999813034205243,FALSE,FALSE,"Not sig."
"Ddx54","Ddx54",0.399077804525268,0.0741601569179126,0.999813034205243,FALSE,FALSE,"Not sig."
"Rita1","Rita1",0.500555113666798,0.275780898723277,0.999813034205243,FALSE,FALSE,"Not sig."
"Rasal1","Rasal1",0.623572306658493,0.0957284915853125,0.999813034205243,FALSE,FALSE,"Not sig."
"Dtx1","Dtx1",0.434307440230378,0.205749609297018,0.999813034205243,FALSE,FALSE,"Not sig."
"Oas1b","Oas1b",-0.0082394184663075,0.980272963816583,0.999813034205243,FALSE,FALSE,"Not sig."
"Ankrd61","Ankrd61",-0.1074140823124,0.741551174502249,0.999813034205243,FALSE,FALSE,"Not sig."
"Aimp2","Aimp2",0.0640838831625391,0.815306735497834,0.999813034205243,FALSE,FALSE,"Not sig."
"Eif2ak1","Eif2ak1",-0.0995341224068306,0.785910478904626,0.999813034205243,FALSE,FALSE,"Not sig."
"Rpl6","Rpl6",0.140181276936922,0.486014821329121,0.999813034205243,FALSE,FALSE,"Not sig."
"Erp29","Erp29",0.14649274917641,0.360119027230245,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccz1","Ccz1",0.0113723477346058,0.947048821836242,0.999813034205243,FALSE,FALSE,"Not sig."
"Arpc1a","Arpc1a",-0.212920218239605,0.525279198177748,0.999813034205243,FALSE,FALSE,"Not sig."
"Arpc1b","Arpc1b",-0.014179255351591,0.954069296165582,0.999813034205243,FALSE,FALSE,"Not sig."
"Pdap1","Pdap1",0.01035861289432,0.952341098502279,0.999813034205243,FALSE,FALSE,"Not sig."
"Ptcd1","Ptcd1",0.0955898144789949,0.568145752050632,0.999813034205243,FALSE,FALSE,"Not sig."
"Cpsf4","Cpsf4",0.0365151777866616,0.857762992947486,0.999813034205243,FALSE,FALSE,"Not sig."
"Zkscan14","Zkscan14",-0.332035139994216,0.0772074797141338,0.999813034205243,FALSE,FALSE,"Not sig."
"Phf14","Phf14",-0.115261522413166,0.48878377343585,0.999813034205243,FALSE,FALSE,"Not sig."
"Ndufa4","Ndufa4",-0.175366081299417,0.570482948706675,0.999813034205243,FALSE,FALSE,"Not sig."
"Rnf6","Rnf6",0.0867038852245239,0.602101828946996,0.999813034205243,FALSE,FALSE,"Not sig."
"Cdk8","Cdk8",-0.0184096822027968,0.90579260986721,0.999813034205243,FALSE,FALSE,"Not sig."
"Wasf3","Wasf3",-0.510205491724549,0.540466095327847,0.999813034205243,FALSE,FALSE,"Not sig."
"Glcci1","Glcci1",-0.0660959125085481,0.804916894374434,0.999813034205243,FALSE,FALSE,"Not sig."
"Usp12","Usp12",0.00696253422975913,0.96396320721397,0.999813034205243,FALSE,FALSE,"Not sig."
"Polr1d","Polr1d",0.442635491744905,0.00698069120713532,0.999813034205243,FALSE,FALSE,"Not sig."
"Pan3","Pan3",0.018557011109863,0.910247103162613,0.999813034205243,FALSE,FALSE,"Not sig."
"Flt1","Flt1",0.0582261297422593,0.853436087940495,0.999813034205243,FALSE,FALSE,"Not sig."
"Pomp","Pomp",-0.188359529311831,0.418679887869943,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc46a3","Slc46a3",-0.0946190076034356,0.741052189344897,0.999813034205243,FALSE,FALSE,"Not sig."
"N4bp2l2","N4bp2l2",0.183583648951101,0.377003654306597,0.999813034205243,FALSE,FALSE,"Not sig."
"Hsph1","Hsph1",0.173666277307973,0.415646523601384,0.999813034205243,FALSE,FALSE,"Not sig."
"Wdr95","Wdr95",-0.871560894563377,0.123421282004921,0.999813034205243,FALSE,FALSE,"Not sig."
"Col1a2","Col1a2",-0.58547627496135,0.113921690642127,0.999813034205243,FALSE,FALSE,"Not sig."
"Tspan12","Tspan12",-0.941918985417178,0.0356037383062182,0.999813034205243,FALSE,FALSE,"Not sig."
"Ing3","Ing3",0.195764675892482,0.27697887777287,0.999813034205243,FALSE,FALSE,"Not sig."
"Wnt16","Wnt16",0.46502513820627,0.411601192989441,0.999813034205243,FALSE,FALSE,"Not sig."
"Fam3c","Fam3c",-0.120586457574215,0.502997052567121,0.999813034205243,FALSE,FALSE,"Not sig."
"Limk1","Limk1",-0.279054495377636,0.19994205609633,0.999813034205243,FALSE,FALSE,"Not sig."
"Pot1a","Pot1a",-0.0965829460674005,0.645130822936531,0.999813034205243,FALSE,FALSE,"Not sig."
"Bcl7b","Bcl7b",0.219847793195631,0.245812362536272,0.999813034205243,FALSE,FALSE,"Not sig."
"Lmod2","Lmod2",0.330059650061271,0.532189076553664,0.999813034205243,FALSE,FALSE,"Not sig."
"Wasl","Wasl",-0.113054777700423,0.520263919815753,0.999813034205243,FALSE,FALSE,"Not sig."
"Cul1","Cul1",-0.13690589606638,0.427659560786319,0.999813034205243,FALSE,FALSE,"Not sig."
"Ezh2","Ezh2",-0.369850778176053,0.37366339673147,0.999813034205243,FALSE,FALSE,"Not sig."
"Ssc4d","Ssc4d",0.222859959042464,0.554959212585126,0.999813034205243,FALSE,FALSE,"Not sig."
"Rbm28","Rbm28",0.0702875475524833,0.786983972636968,0.999813034205243,FALSE,FALSE,"Not sig."
"Lrwd1","Lrwd1",0.00696239516599313,0.973073032783094,0.999813034205243,FALSE,FALSE,"Not sig."
"Cux1","Cux1",0.0583400608927249,0.744734333770834,0.999813034205243,FALSE,FALSE,"Not sig."
"Gcc1","Gcc1",0.051152853520874,0.811156720701085,0.999813034205243,FALSE,FALSE,"Not sig."
"Gnb2","Gnb2",0.0894954074734374,0.629118373112878,0.999813034205243,FALSE,FALSE,"Not sig."
"Gigyf1","Gigyf1",-0.0761969018535841,0.775506293644244,0.999813034205243,FALSE,FALSE,"Not sig."
"Pop7","Pop7",0.258821990264582,0.308329153455554,0.999813034205243,FALSE,FALSE,"Not sig."
"Pcolce","Pcolce",-0.757793927123821,0.0462483596138657,0.999813034205243,FALSE,FALSE,"Not sig."
"Gm20605","Gm20605",-0.1580157779719,0.460325707404984,0.999813034205243,FALSE,FALSE,"Not sig."
"Agfg2","Agfg2",-0.144121378534017,0.516652202566779,0.999813034205243,FALSE,FALSE,"Not sig."
"Tsc22d4","Tsc22d4",0.0256870467987156,0.88537464862729,0.999813034205243,FALSE,FALSE,"Not sig."
"Ppp1r35","Ppp1r35",0.406705002184967,0.153962750740658,0.999813034205243,FALSE,FALSE,"Not sig."
"Mepce","Mepce",0.494041920486916,0.119554215609177,0.999813034205243,FALSE,FALSE,"Not sig."
"Zkscan1","Zkscan1",-0.180794667659652,0.322495983860254,0.999813034205243,FALSE,FALSE,"Not sig."
"Mcm7","Mcm7",0.401381333995518,0.220915100944474,0.999813034205243,FALSE,FALSE,"Not sig."
"Tpk1","Tpk1",0.19300663413188,0.475488993841575,0.999813034205243,FALSE,FALSE,"Not sig."
"Asns","Asns",-0.909169377623363,0.240245777943982,0.999813034205243,FALSE,FALSE,"Not sig."
"Pon3","Pon3",0.162753162587244,0.52781255626647,0.999813034205243,FALSE,FALSE,"Not sig."
"Cald1","Cald1",-0.412219856538759,0.257046182889993,0.999813034205243,FALSE,FALSE,"Not sig."
"Exoc4","Exoc4",-0.0361264000869319,0.79686517857583,0.999813034205243,FALSE,FALSE,"Not sig."
"Plxna4","Plxna4",-0.439456648240078,0.247155049355611,0.999813034205243,FALSE,FALSE,"Not sig."
"Calu","Calu",-0.197421004277816,0.423091173209461,0.999813034205243,FALSE,FALSE,"Not sig."
"Irf5","Irf5",-0.0480491043331959,0.840086645410537,0.999813034205243,FALSE,FALSE,"Not sig."
"Ahcyl2","Ahcyl2",0.274760305287082,0.0895113213848198,0.999813034205243,FALSE,FALSE,"Not sig."
"Klhdc10","Klhdc10",-0.0614375299328827,0.765735459819464,0.999813034205243,FALSE,FALSE,"Not sig."
"Hibadh","Hibadh",-0.100540179418114,0.584048439912706,0.999813034205243,FALSE,FALSE,"Not sig."
"Gars1","Gars1",-0.0756068876241227,0.677133850270766,0.999813034205243,FALSE,FALSE,"Not sig."
"Nt5c3","Nt5c3",-0.0921020850598513,0.857698187842447,0.999813034205243,FALSE,FALSE,"Not sig."
"Fkbp9","Fkbp9",0.468800701774034,0.0926203209946954,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem209","Tmem209",-0.205592978822699,0.343323572516383,0.999813034205243,FALSE,FALSE,"Not sig."
"Avl9","Avl9",0.0897635498946256,0.662054268213315,0.999813034205243,FALSE,FALSE,"Not sig."
"Cep41","Cep41",0.168226952845125,0.541285597003133,0.999813034205243,FALSE,FALSE,"Not sig."
"Sspo","Sspo",0.183802310354609,0.73257040269485,0.999813034205243,FALSE,FALSE,"Not sig."
"Herc6","Herc6",-0.0121971479357683,0.968178538716792,0.999813034205243,FALSE,FALSE,"Not sig."
"Abcg2","Abcg2",-0.113013878279124,0.796826044017712,0.999813034205243,FALSE,FALSE,"Not sig."
"Herc3","Herc3",0.196220302261517,0.511458946291065,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem176b","Tmem176b",0.0443474143479102,0.912284136994614,0.999813034205243,FALSE,FALSE,"Not sig."
"Igf2bp3","Igf2bp3",-0.437127917155747,0.231504094197979,0.999813034205243,FALSE,FALSE,"Not sig."
"Malsu1","Malsu1",-0.348831892679938,0.198936497065729,0.999813034205243,FALSE,FALSE,"Not sig."
"Tra2a","Tra2a",0.0638454819629371,0.744873541140248,0.999813034205243,FALSE,FALSE,"Not sig."
"Gsdme","Gsdme",0.144591892756353,0.574794772023244,0.999813034205243,FALSE,FALSE,"Not sig."
"Osbpl3","Osbpl3",-0.085614049321695,0.789629928017514,0.999813034205243,FALSE,FALSE,"Not sig."
"Luc7l2","Luc7l2",0.155798082311928,0.394433058732562,0.999813034205243,FALSE,FALSE,"Not sig."
"Zc3hav1","Zc3hav1",0.129306825441862,0.514118575433116,0.999813034205243,FALSE,FALSE,"Not sig."
"Svopl","Svopl",0.0503116052464931,0.917655092023071,0.999813034205243,FALSE,FALSE,"Not sig."
"Nfe2l3","Nfe2l3",0.632184841279226,0.101801970551207,0.999813034205243,FALSE,FALSE,"Not sig."
"Trim24","Trim24",-0.251736292534498,0.152069503415511,0.999813034205243,FALSE,FALSE,"Not sig."
"Cbx3","Cbx3",-0.160939217953309,0.392209729125189,0.999813034205243,FALSE,FALSE,"Not sig."
"Mtpn","Mtpn",-0.149060031033831,0.504720277769343,0.999813034205243,FALSE,FALSE,"Not sig."
"Epha1","Epha1",-0.0973169120048371,0.787639165645247,0.999813034205243,FALSE,FALSE,"Not sig."
"Zyx","Zyx",-0.249219380133797,0.474114093554378,0.999813034205243,FALSE,FALSE,"Not sig."
"Fam131b","Fam131b",-0.126013382082373,0.766482347046255,0.999813034205243,FALSE,FALSE,"Not sig."
"Clcn1","Clcn1",0.223327247570641,0.574755080083432,0.999813034205243,FALSE,FALSE,"Not sig."
"Casp2","Casp2",-0.216303551326227,0.246464408364039,0.999813034205243,FALSE,FALSE,"Not sig."
"Gstk1","Gstk1",-0.0544892122820891,0.891565154079081,0.999813034205243,FALSE,FALSE,"Not sig."
"Kel","Kel",-0.0104582708490239,0.983919771393405,0.999813034205243,FALSE,FALSE,"Not sig."
"Ephb6","Ephb6",-0.11385473006329,0.787291273122467,0.999813034205243,FALSE,FALSE,"Not sig."
"Mad2l1","Mad2l1",-0.109698644717124,0.692013508788921,0.999813034205243,FALSE,FALSE,"Not sig."
"Ssbp1","Ssbp1",-0.0840419567501273,0.799262690986636,0.999813034205243,FALSE,FALSE,"Not sig."
"Prdm5","Prdm5",-0.58484817600633,0.182811021071485,0.999813034205243,FALSE,FALSE,"Not sig."
"Clec5a","Clec5a",0.54296193780983,0.228630356248048,0.999813034205243,FALSE,FALSE,"Not sig."
"Agk","Agk",-0.126131373462206,0.52404336713262,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrps33","Mrps33",0.261095470551182,0.432162663863397,0.999813034205243,FALSE,FALSE,"Not sig."
"Hpgds","Hpgds",-0.0714523054904902,0.820124465483793,0.999813034205243,FALSE,FALSE,"Not sig."
"Smarcad1","Smarcad1",-0.11461845340683,0.525716270548018,0.999813034205243,FALSE,FALSE,"Not sig."
"Mkrn1","Mkrn1",0.107665768279371,0.790738044500277,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab19","Rab19",0.0449007523739164,0.853413936433518,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc37a3","Slc37a3",-0.108901660234961,0.605817597984318,0.999813034205243,FALSE,FALSE,"Not sig."
"Tbxas1","Tbxas1",-0.336681469754546,0.334992021393387,0.999813034205243,FALSE,FALSE,"Not sig."
"Gfpt1","Gfpt1",-0.219057636918853,0.298699574166324,0.999813034205243,FALSE,FALSE,"Not sig."
"Nfu1","Nfu1",0.0204796203902365,0.935473567509964,0.999813034205243,FALSE,FALSE,"Not sig."
"Anxa4","Anxa4",0.0247510013310601,0.930312649060137,0.999813034205243,FALSE,FALSE,"Not sig."
"Pcyox1","Pcyox1",-0.205620326772568,0.426667971832555,0.999813034205243,FALSE,FALSE,"Not sig."
"Add2","Add2",0.170976160698899,0.723711506925891,0.999813034205243,FALSE,FALSE,"Not sig."
"Dusp11","Dusp11",-0.13323754251781,0.422485457372733,0.999813034205243,FALSE,FALSE,"Not sig."
"Cct7","Cct7",0.103024336940742,0.725803756670016,0.999813034205243,FALSE,FALSE,"Not sig."
"Pradc1","Pradc1",0.0425061752764491,0.864174053466219,0.999813034205243,FALSE,FALSE,"Not sig."
"Zfp638","Zfp638",-0.0865233473077846,0.59815752879381,0.999813034205243,FALSE,FALSE,"Not sig."
"Fbxl14","Fbxl14",-0.155227509535284,0.37996840950415,0.999813034205243,FALSE,FALSE,"Not sig."
"Lrig1","Lrig1",0.200530351326803,0.565676999073743,0.999813034205243,FALSE,FALSE,"Not sig."
"Kbtbd8","Kbtbd8",0.201035787775166,0.581270682679198,0.999813034205243,FALSE,FALSE,"Not sig."
"Ino80b","Ino80b",-0.0692202078054896,0.750387188414113,0.999813034205243,FALSE,FALSE,"Not sig."
"Wbp1","Wbp1",-0.309938098515872,0.295911306923971,0.999813034205243,FALSE,FALSE,"Not sig."
"Mogs","Mogs",-0.114210884361241,0.623233004024502,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl53","Mrpl53",-0.150184178829677,0.625146780790653,0.999813034205243,FALSE,FALSE,"Not sig."
"M1ap","M1ap",0.0250280000352027,0.935439332849343,0.999813034205243,FALSE,FALSE,"Not sig."
"Pole4","Pole4",-0.104011101415242,0.644335216338092,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl19","Mrpl19",-0.160491194157242,0.48789213517157,0.999813034205243,FALSE,FALSE,"Not sig."
"Bmp10","Bmp10",0.623810779427227,0.46145230803687,0.999813034205243,FALSE,FALSE,"Not sig."
"Arhgap25","Arhgap25",0.0213751900717522,0.918510604858606,0.999813034205243,FALSE,FALSE,"Not sig."
"Aplf","Aplf",-0.172414836584621,0.501469136621861,0.999813034205243,FALSE,FALSE,"Not sig."
"Gp9","Gp9",-0.204652008482668,0.590302391782109,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab43","Rab43",-0.0284026281240311,0.890134965771501,0.999813034205243,FALSE,FALSE,"Not sig."
"Isy1","Isy1",0.22536051930962,0.333974003310151,0.999813034205243,FALSE,FALSE,"Not sig."
"Cnbp","Cnbp",0.0353884324164929,0.870797613072139,0.999813034205243,FALSE,FALSE,"Not sig."
"Copg1","Copg1",-0.0177510153459443,0.904657956610147,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmf1","Tmf1",-0.0100273634327203,0.945820032807767,0.999813034205243,FALSE,FALSE,"Not sig."
"Hmces","Hmces",0.980237403025921,0.00233164860751387,0.999813034205243,FALSE,FALSE,"Not sig."
"Uba3","Uba3",-0.0706404682631627,0.733670692796556,0.999813034205243,FALSE,FALSE,"Not sig."
"Rpn1","Rpn1",0.185298242097833,0.230622641408102,0.999813034205243,FALSE,FALSE,"Not sig."
"Frmd4b","Frmd4b",-0.36427496016877,0.249507271035695,0.999813034205243,FALSE,FALSE,"Not sig."
"Foxp1","Foxp1",0.178953474670166,0.543219823679198,0.999813034205243,FALSE,FALSE,"Not sig."
"Gm20696","Gm20696",-0.537639799836597,0.0418600130562577,0.999813034205243,FALSE,FALSE,"Not sig."
"Ruvbl1","Ruvbl1",-0.0231611532569742,0.905328051600359,0.999813034205243,FALSE,FALSE,"Not sig."
"Sec61a1","Sec61a1",0.0119094301328718,0.938743571548071,0.999813034205243,FALSE,FALSE,"Not sig."
"Abtb1","Abtb1",-0.11315811591365,0.659852075150699,0.999813034205243,FALSE,FALSE,"Not sig."
"Plxna1","Plxna1",0.498092153918519,0.0760386962273959,0.999813034205243,FALSE,FALSE,"Not sig."
"Aldh1l1","Aldh1l1",-0.181671331603582,0.73738947959801,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc41a3","Slc41a3",0.262091204339479,0.244892385349824,0.999813034205243,FALSE,FALSE,"Not sig."
"Nup210","Nup210",-0.0849645648212389,0.618444569710572,0.999813034205243,FALSE,FALSE,"Not sig."
"Xpc","Xpc",-0.153564831013983,0.57274378412546,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem43","Tmem43",-0.23824589028004,0.297657051197255,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc6a6","Slc6a6",-0.054410790125664,0.789117178794132,0.999813034205243,FALSE,FALSE,"Not sig."
"Grip2","Grip2",0.621131007187394,0.265015517831619,0.999813034205243,FALSE,FALSE,"Not sig."
"Sumf1","Sumf1",0.0958249391310412,0.687238652815759,0.999813034205243,FALSE,FALSE,"Not sig."
"Itpr1","Itpr1",0.159069477976329,0.415671551524499,0.999813034205243,FALSE,FALSE,"Not sig."
"Bhlhe40","Bhlhe40",0.383776199961751,0.286091420485087,0.999813034205243,FALSE,FALSE,"Not sig."
"Edem1","Edem1",-0.262562445819666,0.289409816905215,0.999813034205243,FALSE,FALSE,"Not sig."
"Arl8b","Arl8b",0.0242461770077876,0.907566498950924,0.999813034205243,FALSE,FALSE,"Not sig."
"Usp18","Usp18",-0.148952201952388,0.687509136824834,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc6a12","Slc6a12",-0.392885083587704,0.426930834575198,0.999813034205243,FALSE,FALSE,"Not sig."
"Mlf2","Mlf2",-0.150778173361584,0.562479028218089,0.999813034205243,FALSE,FALSE,"Not sig."
"Ptms","Ptms",0.00629582953110893,0.984656219045125,0.999813034205243,FALSE,FALSE,"Not sig."
"Plxnd1","Plxnd1",-0.011340251432156,0.969284822171089,0.999813034205243,FALSE,FALSE,"Not sig."
"Lag3","Lag3",0.296960273299622,0.545729883727926,0.999813034205243,FALSE,FALSE,"Not sig."
"Lrrc23","Lrrc23",0.0790786106257425,0.860942491884295,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmcc1","Tmcc1",-0.125506677891129,0.616422140727848,0.999813034205243,FALSE,FALSE,"Not sig."
