"","geneID","Geneid","is_re","mgi_symbol","entrezgene_id","logFC_FucovsCtrl_F","pval_FucovsCtrl_F","padj_FucovsCtrl_F","sig_FucovsCtrl_F","logFC_FucovsCtrl_M","pval_FucovsCtrl_M","padj_FucovsCtrl_M","sig_FucovsCtrl_M"
"13743","Plcl1","ENSMUSG00000038349",FALSE,"Plcl1",227120,0.285995185074564,0.320119156407037,0.737784750160048,"Not Sig.",0.302258377375359,0.271045966565621,0.999990261480144,"Not Sig."
"13744","Plcl2","ENSMUSG00000038910",FALSE,"Plcl2",224860,0.205011448941968,0.370146802736858,0.775322922759291,"Not Sig.",0.0969830659587508,0.641146119835876,0.999990261480144,"Not Sig."
"13745","Plcxd1","ENSMUSG00000064247",FALSE,"Plcxd1",403178,0.0174381654013822,0.965156431297841,0.995471272167202,"Not Sig.",0.136324730746262,0.722975607074232,0.999990261480144,"Not Sig."
"13746","Plcxd2","ENSMUSG00000087141",FALSE,"Plcxd2",433022,0.439563048639547,0.0848716708871483,0.455225543953983,"Not Sig.",-0.132229450297897,0.598650120540884,0.999990261480144,"Not Sig."
"13747","Plcxd3","ENSMUSG00000049148",FALSE,"Plcxd3",239318,0.191709315889261,0.541949145196733,0.862923252817863,"Not Sig.",0.0457908310063581,0.889114810497764,0.999990261480144,"Not Sig."
"13748","Plcz1","ENSMUSG00000030230",FALSE,"Plcz1",114875,0.0957152426034075,0.804505235009524,0.955825757903642,"Not Sig.",0.00450695319240946,0.990342992965426,0.999990261480144,"Not Sig."
"13749","Pld1","ENSMUSG00000027695",FALSE,"Pld1",18805,-0.181191000650817,0.491015743020762,0.840791010449435,"Not Sig.",0.187174886405747,0.465244706837319,0.999990261480144,"Not Sig."
"13750","Pld2","ENSMUSG00000020828",FALSE,"Pld2",18806,0.57150795199012,0.137876299830025,0.547723526287607,"Not Sig.",-0.0803844950463641,0.830790224584745,0.999990261480144,"Not Sig."
"13751","Pld3","ENSMUSG00000003363",FALSE,"Pld3",18807,0.382791933071958,0.13040114151647,0.537941905988618,"Not Sig.",0.00847112847190652,0.970358865669805,0.999990261480144,"Not Sig."
"13752","Pld4","ENSMUSG00000052160",FALSE,"Pld4",104759,-0.635955317433812,0.167936385116537,0.590958817091915,"Not Sig.",0.186709981188204,0.675056559217306,0.999990261480144,"Not Sig."
"13753","Pld5","ENSMUSG00000055214",FALSE,"Pld5",319455,0.217795918331445,0.35038183280423,0.761506164036782,"Not Sig.",-0.108673642812911,0.627959378974217,0.999990261480144,"Not Sig."
"13754","Pld6","ENSMUSG00000043648",FALSE,"Pld6",194908,0.12540333881423,0.826183194418469,0.961086663898932,"Not Sig.",-0.346549308963835,0.533329480833594,0.999990261480144,"Not Sig."
"13755","Plec","ENSMUSG00000022565",FALSE,"Plec",18810,-0.0125122921176251,0.959418194997378,0.994506791278771,"Not Sig.",0.253004195650726,0.293191235150851,0.999990261480144,"Not Sig."
"13756","Plek","ENSMUSG00000020120",FALSE,"Plek",56193,-0.461023538712919,0.299739727150044,0.721020124219389,"Not Sig.",-0.19728028358194,0.665012893729962,0.999990261480144,"Not Sig."
"13757","Plek2","ENSMUSG00000021118",FALSE,"Plek2",27260,0.755335353899006,0.0408202757460922,0.338979532841608,"Not Sig.",-0.0431612984673117,0.90493234845898,0.999990261480144,"Not Sig."
"13758","Plekha1","ENSMUSG00000040268",FALSE,"Plekha1",101476,0.163237621243357,0.586133875644823,0.88033776015348,"Not Sig.",0.225538669293553,0.438169304773297,0.999990261480144,"Not Sig."
"13759","Plekha2","ENSMUSG00000031557",FALSE,"Plekha2",83436,0.74394422096731,0.169881898967984,0.594628893633057,"Not Sig.",-0.152919862659848,0.773405832327861,0.999990261480144,"Not Sig."
"13760","Plekha3","ENSMUSG00000002733",FALSE,"Plekha3",83435,-0.143821948306131,0.634424226266515,0.901275004886822,"Not Sig.",-0.106994484963897,0.700884654881592,0.999990261480144,"Not Sig."
"13761","Plekha4","ENSMUSG00000040428",FALSE,"Plekha4",69217,-0.0353022045427498,0.919147100365833,0.98596815442662,"Not Sig.",0.0355154555343655,0.917132501625841,0.999990261480144,"Not Sig."
"13762","Plekha5","ENSMUSG00000030231",FALSE,"Plekha5",109135,-0.123831077177308,0.53265034762983,0.858372982797169,"Not Sig.",-0.0875775889690933,0.645644785690042,0.999990261480144,"Not Sig."
"13763","Plekha6","ENSMUSG00000041757",FALSE,"Plekha6",240753,-0.293325697338602,0.0961306598975601,0.478032503635847,"Not Sig.",0.0274929873472466,0.870793572117536,0.999990261480144,"Not Sig."
"13764","Plekha7","ENSMUSG00000045659",FALSE,"Plekha7",233765,-0.0562686636206184,0.807156236177306,0.956311584785327,"Not Sig.",0.118993920870403,0.594406316841301,0.999990261480144,"Not Sig."
"13765","Plekha8","ENSMUSG00000005225",FALSE,"Plekha8",231999,0.149235341156265,0.507427307662072,0.847618236566855,"Not Sig.",-0.10541013210124,0.634558696113863,0.999990261480144,"Not Sig."
"13766","Plekhb1","ENSMUSG00000030701",FALSE,"Plekhb1",27276,0.138376526375098,0.690598226124469,0.923064664567279,"Not Sig.",-0.186597707292191,0.575603401691661,0.999990261480144,"Not Sig."
"13767","Plekhb2","ENSMUSG00000026123",FALSE,"Plekhb2",226971,-0.294211709274538,0.196121647457603,0.624472830739699,"Not Sig.",0.102103830192234,0.631834454129473,0.999990261480144,"Not Sig."
"13768","Plekhd1","ENSMUSG00000066438",FALSE,"Plekhd1",217682,-0.0367782388829354,0.919735525242475,0.98596815442662,"Not Sig.",0.114233732526973,0.743399100688134,0.999990261480144,"Not Sig."
"13769","Plekhf1","ENSMUSG00000074170",FALSE,"Plekhf1",72287,-0.357377684870741,0.19351833666032,0.620750909534148,"Not Sig.",0.0126041509253284,0.960045554571425,0.999990261480144,"Not Sig."
"13770","Plekhf2","ENSMUSG00000049969",FALSE,"Plekhf2",71801,2.04512338096139,0.000712954039549785,0.0383884220372527,"Sig. Up",-0.184892459028256,0.735462186562321,0.999990261480144,"Not Sig."
"13771","Plekhg1","ENSMUSG00000040624",FALSE,"Plekhg1",213783,0.587405889421946,0.00198832840274246,0.0710565781822175,"Not Sig.",0.0447304772359751,0.797372201557381,0.999990261480144,"Not Sig."
"13772","Plekhg2","ENSMUSG00000037552",FALSE,"Plekhg2",101497,-0.352585470345267,0.213618096636405,0.642256922037646,"Not Sig.",-0.0836259335141123,0.758796320102842,0.999990261480144,"Not Sig."
"13773","Plekhg3","ENSMUSG00000052609",FALSE,"Plekhg3",263406,0.117909056657383,0.653123666616262,0.908932235279716,"Not Sig.",0.0988698474835781,0.6973298661395,0.999990261480144,"Not Sig."
"13774","Plekhg4","ENSMUSG00000014782",FALSE,"Plekhg4",102075,0.0932430853679933,0.823181382595778,0.960328745043651,"Not Sig.",0.124492505513863,0.760222042553813,0.999990261480144,"Not Sig."
"13775","Plekhg5","ENSMUSG00000039713",FALSE,"Plekhg5",269608,-0.473081141651319,0.155551933582968,0.573618193761019,"Not Sig.",0.117269275303601,0.716590302594495,0.999990261480144,"Not Sig."
"13776","Plekhg6","ENSMUSG00000038167",FALSE,"Plekhg6",213522,0.700042032545781,0.0253413741124562,0.273824734955385,"Not Sig.",-0.041561649665834,0.885436838425005,0.999990261480144,"Not Sig."
"13777","Plekhh1","ENSMUSG00000060716",FALSE,"Plekhh1",211945,-0.125491215469071,0.594867474322276,0.884410217631091,"Not Sig.",-0.0145762003471893,0.948884623247612,0.999990261480144,"Not Sig."
"13778","Plekhh2","ENSMUSG00000040852",FALSE,"Plekhh2",213556,-0.395092371479429,0.064974578968021,0.409844145249588,"Not Sig.",0.22617924392809,0.262270712372598,0.999990261480144,"Not Sig."
"13779","Plekhh3","ENSMUSG00000035172",FALSE,"Plekhh3",217198,0.0845653978688957,0.816659907959305,0.958933750819647,"Not Sig.",0.210273896472167,0.544820910554201,0.999990261480144,"Not Sig."
"13780","Plekhj1","ENSMUSG00000035278",FALSE,"Plekhj1",78670,-0.602122672211964,0.190017614491086,0.617329953298792,"Not Sig.",-0.705585202533644,0.153389707049854,0.999990261480144,"Not Sig."
"13781","Plekhm1","ENSMUSG00000034247",FALSE,"Plekhm1",353047,-0.455993590913,0.137776735009923,0.547698299381279,"Not Sig.",-0.0390213920557394,0.894683344176502,0.999990261480144,"Not Sig."
"13782","Plekhm2","ENSMUSG00000028917",FALSE,"Plekhm2",69582,0.426537461952986,0.209745096576375,0.638087084526104,"Not Sig.",-0.0747111183947889,0.819628546399801,0.999990261480144,"Not Sig."
"13783","Plekhm3","ENSMUSG00000051344",FALSE,"Plekhm3",241075,-0.132322123699037,0.651739630703048,0.908429865804593,"Not Sig.",-0.067317990276261,0.813453146924941,0.999990261480144,"Not Sig."
"13784","Plekhn1","ENSMUSG00000078485",FALSE,"Plekhn1",231002,-0.145700506970799,0.447718690994136,0.818747141592613,"Not Sig.",-0.125987850172654,0.458022114017144,0.999990261480144,"Not Sig."
"13785","Plekho1","ENSMUSG00000015745",FALSE,"Plekho1",67220,-0.361973922805256,0.316071696259174,0.734694767530741,"Not Sig.",0.0781329318574738,0.817758677764198,0.999990261480144,"Not Sig."
"13786","Plekho2","ENSMUSG00000050721",FALSE,"Plekho2",102595,-0.650421543773356,0.018832954929762,0.240858177893663,"Not Sig.",-0.0474599423824546,0.85944829108752,0.999990261480144,"Not Sig."
"13787","Plekhs1","ENSMUSG00000035818",FALSE,"Plekhs1",226245,-0.314185981594995,0.310959281321811,0.729986030776455,"Not Sig.",-0.0114648745583811,0.968703829216705,0.999990261480144,"Not Sig."
"13788","Plet1","ENSMUSG00000032068",FALSE,"Plet1",76509,0.519262213546729,0.317256203327992,0.735782071540906,"Not Sig.",-0.156566132968965,0.754355045407062,0.999990261480144,"Not Sig."
"13789","Plg","ENSMUSG00000059481",FALSE,"Plg",18815,0.175670312433809,0.467961043692776,0.829622842473615,"Not Sig.",-0.150347271727417,0.51539697012524,0.999990261480144,"Not Sig."
"13790","Plgrkt","ENSMUSG00000016495",FALSE,"Plgrkt",67759,0.269372751947638,0.351986967452298,0.762415936149274,"Not Sig.",-0.0111830847301349,0.966912464021088,0.999990261480144,"Not Sig."
"13791","Plin1","ENSMUSG00000030546",FALSE,"Plin1",103968,-0.0377400843195134,0.951624318792225,0.993198386510526,"Not Sig.",0.253947724015726,0.680903810069577,0.999990261480144,"Not Sig."
"13792","Plin2","ENSMUSG00000028494",FALSE,"Plin2",11520,-0.167222707390217,0.620094687092482,0.894551801424686,"Not Sig.",-0.195832699108292,0.544895344125072,0.999990261480144,"Not Sig."
"13793","Plin3","ENSMUSG00000024197",FALSE,"Plin3",66905,-0.34647861865116,0.439554773340247,0.814697477511112,"Not Sig.",-0.0517429274204994,0.90400659498565,0.999990261480144,"Not Sig."
"13794","Plin4","ENSMUSG00000002831",FALSE,"Plin4",57435,-0.425806947192179,0.218398488752206,0.646363954252754,"Not Sig.",-0.428509481320453,0.211507069510578,0.999990261480144,"Not Sig."
"13795","Plin5","ENSMUSG00000011305",FALSE,"Plin5",66968,0.843251594463754,0.0755577803413351,0.435849744698482,"Not Sig.",-0.196151360157789,0.672089105615549,0.999990261480144,"Not Sig."
"13796","Plk1","ENSMUSG00000030867",FALSE,"Plk1",18817,0.546017971118606,0.366438086074,0.772319542782781,"Not Sig.",0.327285881191422,0.578527095971346,0.999990261480144,"Not Sig."
"13797","Plk2","ENSMUSG00000021701",FALSE,"Plk2",20620,0.14919023054382,0.679344789645442,0.91917005060403,"Not Sig.",0.0720917152720561,0.835349657077337,0.999990261480144,"Not Sig."
"13798","Plk3","ENSMUSG00000028680",FALSE,"Plk3",12795,-0.835356993676545,0.0265688024203074,0.280887354166274,"Not Sig.",0.00226585312858301,0.994842204378217,0.999990261480144,"Not Sig."
"13799","Plk4","ENSMUSG00000025758",FALSE,"Plk4",20873,-0.048699655994055,0.906999315703839,0.983333947785223,"Not Sig.",0.0729380316126664,0.859987479885713,0.999990261480144,"Not Sig."
"13800","Plk5","ENSMUSG00000035486",FALSE,"Plk5",216166,-0.511444395569546,0.0326796284925878,0.308588972118481,"Not Sig.",-0.0987200339352878,0.639813718075135,0.999990261480144,"Not Sig."
"13801","Pllp","ENSMUSG00000031775",FALSE,"Pllp",67801,-0.701197250317623,0.0243751348174916,0.26918793954532,"Not Sig.",-0.0162259644768711,0.947636861463483,0.999990261480144,"Not Sig."
"13802","Pln","ENSMUSG00000038583",FALSE,"Pln",18821,0.752654033516804,0.141657360806955,0.554119105086852,"Not Sig.",-0.20874656260948,0.674733265304599,0.999990261480144,"Not Sig."
"13803","Plod1","ENSMUSG00000019055",FALSE,"Plod1",18822,0.316351527461797,0.088420298581389,0.463205292394141,"Not Sig.",0.0404487296376019,0.809849520470388,0.999990261480144,"Not Sig."
"13804","Plod2","ENSMUSG00000032374",FALSE,"Plod2",26432,-0.23576163545129,0.381953681056068,0.781838862541077,"Not Sig.",0.0925506457069704,0.720514420620926,0.999990261480144,"Not Sig."
